Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4453" target="_self" class="dottedlink">Internal Audit Status</a>,Field,6/19/2017 8:44 am,Dev One,Unset,Description,To be applied: restricted to FLO Auditor Role,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4462" target="_self" class="dottedlink">Internal Audit Status</a>,Field,6/19/2017 8:46 am,Dev One,Unset,Description,To be applied: restricted to FLO Auditor Role,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4224" target="_self" class="dottedlink">Internal ID External System</a>,Field,5/23/2017 3:21 am,Carlos Banawan,Set,Description,&nbsp;,This is the internal ID for an external system
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4224" target="_self" class="dottedlink">Internal ID External System</a>,Field,5/23/2017 3:21 am,Carlos Banawan,Set,Help,&nbsp;,This is the internal ID for an external system
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3750" target="_self" class="dottedlink">Is Online</a>,Field,5/23/2017 3:21 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3750" target="_self" class="dottedlink">Is Online</a>,Field,5/23/2017 3:21 am,Carlos Banawan,Set,Help,&nbsp;,When cheked the Deployment customization is online
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3750" target="_self" class="dottedlink">Is Online</a>,Field,5/23/2017 3:21 am,Carlos Banawan,Set,Description,&nbsp;,When cheked the Deployment customization is online
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4368" target="_self" class="dottedlink">Item</a>,Field,5/10/2017 2:19 am,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_CR_ITEMS
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4368" target="_self" class="dottedlink">Item</a>,Field,5/23/2017 3:05 am,Carlos Banawan,Set,Description,&nbsp;,This is the Items of the Change request
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4368" target="_self" class="dottedlink">Item</a>,Field,5/23/2017 3:05 am,Carlos Banawan,Set,Help,&nbsp;,This is the Items of the Change request
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4413" target="_self" class="dottedlink">JSON (Extension 2)</a>,Field,6/12/2017 3:25 am,John Albura,Create,Record,&nbsp;,CUSTRECORD_FLO_JSON_EXT2
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4412" target="_self" class="dottedlink">JSON (Extension)</a>,Field,6/12/2017 3:24 am,John Albura,Create,Record,&nbsp;,CUSTRECORD_FLO_JSON_EXT
just a test,Script,6/17/2017 3:37 pm,Enriqueta Marquez,Change,Default Function,testWFtrigger,testWFtriggertest
just a test,Script,6/19/2017 10:02 am,Agustin Aste,Change,Description,updated description for spider,No desc
just a test,Script,6/19/2017 10:02 am,Agustin Aste,Change,Owner,Beverly Ucab,Agustin Aste
just a test,Script,6/19/2017 10:02 am,Agustin Aste,Change,Name,juss a test,just a test
just a test,Script,6/30/2017 1:30 am,John Albura,Change,Default Function,testWFtriggertest,testWFtriggertest_new
just a test,Script,6/30/2017 1:33 am,John Albura,Change,Description,No desc,No desc. New desc
just a test,Script,6/30/2017 1:33 am,John Albura,Change,Script File,testWFtrigger.js,AddCaseButtonFeedback_SL.js
just a test,Script,6/30/2017 1:33 am,John Albura,Change,Notify User,F,T
just a test,Script,6/30/2017 1:40 am,John Albura,Change,Script File,AddCaseButtonFeedback_SL.js,testWFtrigger.js
just a test,Script,6/30/2017 1:42 am,John Albura,Change,Script File,testWFtrigger.js,AdvancedPromotion_CS_AddAllItemsPopup.js
just a test,Script,6/30/2017 1:50 am,John Albura,Change,ID,CUSTOMSCRIPTTEST123,CUSTOMSCRIPTTEST123_NEW
just a test,Script,6/30/2017 2:05 am,John Albura,Change,ID,CUSTOMSCRIPTTEST123_NEW,CUSTOMSCRIPTTEST1234_N
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Audience: All Roles,&nbsp;,T
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Audience: All Partners,&nbsp;,F
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Audience: All Employees,&nbsp;,F
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Mobile Menu,&nbsp;,F
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Available Without Login,&nbsp;,F
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Deployed,&nbsp;,T
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,ID,&nbsp;,CUSTOMDEPLOY3
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Title,&nbsp;,just a test 223
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Log Level,&nbsp;,Debug
just a test 223,Script Deployment,6/30/2017 1:50 am,John Albura,Set,Status,&nbsp;,Testing
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Log Level,&nbsp;,Debug
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Title,&nbsp;,just a test another
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,ID,&nbsp;,CUSTOMDEPLOY2
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Deployed,&nbsp;,T
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Available Without Login,&nbsp;,F
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Audience: All Roles,&nbsp;,T
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Audience: All Partners,&nbsp;,F
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Audience: All Employees,&nbsp;,F
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Mobile Menu,&nbsp;,F
just a test another,Script Deployment,6/30/2017 1:34 am,John Albura,Set,Status,&nbsp;,Testing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4250" target="_self" class="dottedlink">Last Completed Spider</a>,Field,5/23/2017 3:08 am,Dev, Two,Set,Help,&nbsp;,This is the last completed Spider of the Configuration and Stats
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4250" target="_self" class="dottedlink">Last Completed Spider</a>,Field,5/23/2017 3:08 am,Dev, Two,Set,Description,&nbsp;,This is the last completed Spider of the Configuration and Stats
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4250" target="_self" class="dottedlink">Last Completed Spider</a>,Field,5/24/2017 6:53 am,Beverly Ucab,Change,Display Type,Normal,Inline Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4063" target="_self" class="dottedlink">Last Date Change</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Help,&nbsp;,This is the last date of change of the Raw Data customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4063" target="_self" class="dottedlink">Last Date Change</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Description,&nbsp;,This is the last date of change of the Raw Data customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4063" target="_self" class="dottedlink">Last Date Change</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 8:03 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_CHNG_LOG_EXTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4457" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 8:13 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_PROC_ISS_EXTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 8:16 am,Dev One,Unset,Description,To be applied: restricted to FLO Auditor Role,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4466" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 8:22 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_CHNG_REQ_EXTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4466" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 9:56 am,Dev One,Unset,List/Record,Employee,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4466" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 9:56 am,Dev One,Change,Type,List/Record,Rich Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 9:57 am,Dev One,Unset,List/Record,Employee,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 9:57 am,Dev One,Change,Type,List/Record,Rich Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4466" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 10:02 am,Dev One,Set,List/Record,&nbsp;,Employee
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4466" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 10:02 am,Dev One,Change,Type,Rich Text,List/Record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 10:03 am,Dev One,Set,List/Record,&nbsp;,Employee
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4448" target="_self" class="dottedlink">Last External Audit</a>,Field,6/19/2017 10:03 am,Dev One,Change,Type,Rich Text,List/Record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4392" target="_self" class="dottedlink">Last Index</a>,Field,6/1/2017 12:23 am,Beverly Ucab,Create,Record,&nbsp;,CUSTSCRIPT_FLO_SCRIPTDEP_INDEX
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 8:01 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_CHNG_LOG_INTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4454" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 8:11 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_PROC_ISS_INTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 8:15 am,Dev One,Unset,Description,To be applied: restricted to FLO Auditor Role,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4463" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 8:21 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_FLO_CHNG_REQ_INTRNL_AUDIT_LST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4463" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 9:56 am,Dev One,Unset,List/Record,Employee,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4463" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 9:56 am,Dev One,Change,Type,List/Record,Rich Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 9:57 am,Dev One,Unset,List/Record,Employee,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 9:57 am,Dev One,Change,Type,List/Record,Rich Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4463" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 10:03 am,Dev One,Set,List/Record,&nbsp;,Employee
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4463" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 10:03 am,Dev One,Change,Type,Rich Text,List/Record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 10:03 am,Dev One,Set,List/Record,&nbsp;,Employee
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4445" target="_self" class="dottedlink">Last Internal Audit</a>,Field,6/19/2017 10:03 am,Dev One,Change,Type,Rich Text,List/Record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4391" target="_self" class="dottedlink">Last Lib Processed</a>,Field,5/25/2017 12:47 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTSCRIPT_FLO_PARSER_LASTLIB_INDEX
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3858" target="_self" class="dottedlink">Last Refresh Date</a>,Field,5/23/2017 3:41 am,Dev, Two,Set,Description,&nbsp;,This the last refresh date of the Environment record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3858" target="_self" class="dottedlink">Last Refresh Date</a>,Field,5/23/2017 3:41 am,Dev, Two,Set,Help,&nbsp;,This the last refresh date of the Environment record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3858" target="_self" class="dottedlink">Last Refresh Date</a>,Field,5/23/2017 3:41 am,Dev, Two,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3669" target="_self" class="dottedlink">License Number</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Help,&nbsp;,The license number of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3669" target="_self" class="dottedlink">License Number</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Description,&nbsp;,The license number of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3669" target="_self" class="dottedlink">License Number</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3668" target="_self" class="dottedlink">license Number Test</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Description,&nbsp;,The license number test of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3668" target="_self" class="dottedlink">license Number Test</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Help,&nbsp;,The license number test of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3668" target="_self" class="dottedlink">license Number Test</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3746" target="_self" class="dottedlink">Licensed Modules</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Help,&nbsp;,The licensed modules of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3746" target="_self" class="dottedlink">Licensed Modules</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Description,&nbsp;,The licensed modules of the License Manager
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3746" target="_self" class="dottedlink">Licensed Modules</a>,Field,5/23/2017 5:12 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/1/2017 7:09 pm,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/1/2017 7:11 pm,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/1/2017 7:30 pm,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/12/2017 11:16 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/13/2017 4:31 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/13/2017 4:32 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/13/2017 4:33 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/13/2017 4:35 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3348" target="_self" class="dottedlink">Link</a>,Field,6/13/2017 4:37 am,Beverly Ucab,Change,Default Value,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...,NVL2({custrecord_flo_external_url},{custrecord_flo_external_url},CASE WHEN INSTR({custrecord_flo_cust_type},'Script Dep')&gt;0 THEN CONCAT('/app/common/scripting/<a href="http://scriptrecord.nl/" class="">scriptrecord.nl</a>?id=',{custrecord_flo_int_id}) WHEN INSTR({custrecord_flo_cust_type},'Library')&gt;0 THEN CONCAT('/app/common/media/media...
load object,Script Deployment,6/19/2017 2:43 pm,Beverly Ucab,Change,Log Level,Error,Debug
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Name,&nbsp;,Load Search 2.0
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Inactive,&nbsp;,F
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Script File,&nbsp;,searchload.js
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Notify Owner,&nbsp;,T
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT786
Load Search 2.0,Script,6/1/2017 8:39 pm,Beverly Ucab,Set,Notify User,&nbsp;,F
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Title,&nbsp;,Load Search 2.0
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Log Level,&nbsp;,Debug
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Status,&nbsp;,Released
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Run As Role,&nbsp;,Administrator
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Mobile Menu,&nbsp;,F
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Audience: All Employees,&nbsp;,F
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Audience: All Partners,&nbsp;,F
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Audience: All Roles,&nbsp;,T
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMDEPLOY1
